Causas (lista reducida);Sexo;Mes de fallecimiento;Total
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;julio;878
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;agosto;847
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;septiembre;737
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;octubre;805
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;noviembre;872
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;diciembre;1.045
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Todos los meses;15.559
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;enero;1.612
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;febrero;1.391
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;marzo;1.405
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;abril;1.190
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;mayo;1.140
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;junio;1.130
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;julio;1.213
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;agosto;1.336
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;septiembre;1.197
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;octubre;1.202
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;noviembre;1.242
050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;diciembre;1.501
050 Meningitis (otras en 003);Ambos sexos;Todos los meses;125
050 Meningitis (otras en 003);Ambos sexos;enero;16
050 Meningitis (otras en 003);Ambos sexos;febrero;12
050 Meningitis (otras en 003);Ambos sexos;marzo;10
050 Meningitis (otras en 003);Ambos sexos;abril;9
050 Meningitis (otras en 003);Ambos sexos;mayo;8
050 Meningitis (otras en 003);Ambos sexos;junio;9
050 Meningitis (otras en 003);Ambos sexos;julio;15
050 Meningitis (otras en 003);Ambos sexos;agosto;11
050 Meningitis (otras en 003);Ambos sexos;septiembre;6
050 Meningitis (otras en 003);Ambos sexos;octubre;10
050 Meningitis (otras en 003);Ambos sexos;noviembre;4
050 Meningitis (otras en 003);Ambos sexos;diciembre;15
050 Meningitis (otras en 003);Hombres;Todos los meses;67
050 Meningitis (otras en 003);Hombres;enero;8
050 Meningitis (otras en 003);Hombres;febrero;6
050 Meningitis (otras en 003);Hombres;marzo;6
050 Meningitis (otras en 003);Hombres;abril;6
050 Meningitis (otras en 003);Hombres;mayo;2
050 Meningitis (otras en 003);Hombres;junio;7
050 Meningitis (otras en 003);Hombres;julio;8
050 Meningitis (otras en 003);Hombres;agosto;5
050 Meningitis (otras en 003);Hombres;septiembre;3
050 Meningitis (otras en 003);Hombres;octubre;8
050 Meningitis (otras en 003);Hombres;noviembre;2
050 Meningitis (otras en 003);Hombres;diciembre;6
050 Meningitis (otras en 003);Mujeres;Todos los meses;58
050 Meningitis (otras en 003);Mujeres;enero;8
050 Meningitis (otras en 003);Mujeres;febrero;6
050 Meningitis (otras en 003);Mujeres;marzo;4
050 Meningitis (otras en 003);Mujeres;abril;3
050 Meningitis (otras en 003);Mujeres;mayo;6
050 Meningitis (otras en 003);Mujeres;junio;2
050 Meningitis (otras en 003);Mujeres;julio;7
050 Meningitis (otras en 003);Mujeres;agosto;6
050 Meningitis (otras en 003);Mujeres;septiembre;3
050 Meningitis (otras en 003);Mujeres;octubre;2
050 Meningitis (otras en 003);Mujeres;noviembre;2
050 Meningitis (otras en 003);Mujeres;diciembre;9
051 Enfermedad de Alzheimer;Ambos sexos;Todos los meses;13.219
051 Enfermedad de Alzheimer;Ambos sexos;enero;1.340
051 Enfermedad de Alzheimer;Ambos sexos;febrero;1.158
051 Enfermedad de Alzheimer;Ambos sexos;marzo;1.238
051 Enfermedad de Alzheimer;Ambos sexos;abril;1.029
051 Enfermedad de Alzheimer;Ambos sexos;mayo;962
051 Enfermedad de Alzheimer;Ambos sexos;junio;977
051 Enfermedad de Alzheimer;Ambos sexos;julio;1.041
051 Enfermedad de Alzheimer;Ambos sexos;agosto;1.120
051 Enfermedad de Alzheimer;Ambos sexos;septiembre;974
051 Enfermedad de Alzheimer;Ambos sexos;octubre;984
051 Enfermedad de Alzheimer;Ambos sexos;noviembre;1.093
051 Enfermedad de Alzheimer;Ambos sexos;diciembre;1.303
051 Enfermedad de Alzheimer;Hombres;Todos los meses;3.717
051 Enfermedad de Alzheimer;Hombres;enero;355
051 Enfermedad de Alzheimer;Hombres;febrero;337
051 Enfermedad de Alzheimer;Hombres;marzo;333
051 Enfermedad de Alzheimer;Hombres;abril;282
051 Enfermedad de Alzheimer;Hombres;mayo;276
051 Enfermedad de Alzheimer;Hombres;junio;287
051 Enfermedad de Alzheimer;Hombres;julio;312
051 Enfermedad de Alzheimer;Hombres;agosto;298
051 Enfermedad de Alzheimer;Hombres;septiembre;254
051 Enfermedad de Alzheimer;Hombres;octubre;281
051 Enfermedad de Alzheimer;Hombres;noviembre;318
051 Enfermedad de Alzheimer;Hombres;diciembre;384
051 Enfermedad de Alzheimer;Mujeres;Todos los meses;9.502
051 Enfermedad de Alzheimer;Mujeres;enero;985
051 Enfermedad de Alzheimer;Mujeres;febrero;821
051 Enfermedad de Alzheimer;Mujeres;marzo;905
051 Enfermedad de Alzheimer;Mujeres;abril;747
051 Enfermedad de Alzheimer;Mujeres;mayo;686
051 Enfermedad de Alzheimer;Mujeres;junio;690
051 Enfermedad de Alzheimer;Mujeres;julio;729
051 Enfermedad de Alzheimer;Mujeres;agosto;822
051 Enfermedad de Alzheimer;Mujeres;septiembre;720
051 Enfermedad de Alzheimer;Mujeres;octubre;703
051 Enfermedad de Alzheimer;Mujeres;noviembre;775
051 Enfermedad de Alzheimer;Mujeres;diciembre;919
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;Todos los meses;12.527
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;enero;1.247
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;febrero;1.130
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;marzo;1.069
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;abril;958
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;mayo;925
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;junio;899
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;julio;1.035
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;agosto;1.052
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;septiembre;954
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;octubre;1.013
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;noviembre;1.017
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Ambos sexos;diciembre;1.228
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;Todos los meses;6.528
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;enero;628
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;febrero;566
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;marzo;573
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;abril;518
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;mayo;477
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;junio;461
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;julio;558
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;agosto;544
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;septiembre;480
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;octubre;516
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;noviembre;552
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;diciembre;655
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;Todos los meses;5.999
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;enero;619
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;febrero;564
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;marzo;496
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;abril;440
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;mayo;448
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;junio;438
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;julio;477
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;agosto;508
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;septiembre;474
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;octubre;497
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;noviembre;465
052 Otras enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;diciembre;573
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;Todos los meses;115.889
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;enero;12.022
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;febrero;11.215
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;marzo;11.098
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;abril;9.294
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;mayo;8.837
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;junio;8.674
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;julio;8.616
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;agosto;8.821
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;septiembre;7.951
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;octubre;8.733
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;noviembre;9.287
053-061 IX.Enfermedades del sistema circulatorio;Ambos sexos;diciembre;11.341
053-061 IX.Enfermedades del sistema circulatorio;Hombres;Todos los meses;55.358
053-061 IX.Enfermedades del sistema circulatorio;Hombres;enero;5.642
053-061 IX.Enfermedades del sistema circulatorio;Hombres;febrero;5.260
053-061 IX.Enfermedades del sistema circulatorio;Hombres;marzo;5.246
053-061 IX.Enfermedades del sistema circulatorio;Hombres;abril;4.414
053-061 IX.Enfermedades del sistema circulatorio;Hombres;mayo;4.254
053-061 IX.Enfermedades del sistema circulatorio;Hombres;junio;4.111
053-061 IX.Enfermedades del sistema circulatorio;Hombres;julio;4.154
053-061 IX.Enfermedades del sistema circulatorio;Hombres;agosto;4.193
053-061 IX.Enfermedades del sistema circulatorio;Hombres;septiembre;3.809
053-061 IX.Enfermedades del sistema circulatorio;Hombres;octubre;4.240
053-061 IX.Enfermedades del sistema circulatorio;Hombres;noviembre;4.473
053-061 IX.Enfermedades del sistema circulatorio;Hombres;diciembre;5.562
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;Todos los meses;60.531
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;enero;6.380
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;febrero;5.955
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;marzo;5.852
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;abril;4.880
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;mayo;4.583
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;junio;4.563
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;julio;4.462
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;agosto;4.628
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;septiembre;4.142
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;octubre;4.493
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;noviembre;4.814
053-061 IX.Enfermedades del sistema circulatorio;Mujeres;diciembre;5.779
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;Todos los meses;1.343
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;enero;116
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;febrero;150
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;marzo;116
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;abril;132
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;mayo;99
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;junio;109
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;julio;99
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;agosto;88
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;septiembre;87
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;octubre;109
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;noviembre;115
053 Enfermedades cardíacas reumáticas crónicas;Ambos sexos;diciembre;123
053 Enfermedades cardíacas reumáticas crónicas;Hombres;Todos los meses;412
053 Enfermedades cardíacas reumáticas crónicas;Hombres;enero;24
053 Enfermedades cardíacas reumáticas crónicas;Hombres;febrero;41
053 Enfermedades cardíacas reumáticas crónicas;Hombres;marzo;42
053 Enfermedades cardíacas reumáticas crónicas;Hombres;abril;42
053 Enfermedades cardíacas reumáticas crónicas;Hombres;mayo;26
053 Enfermedades cardíacas reumáticas crónicas;Hombres;junio;31
053 Enfermedades cardíacas reumáticas crónicas;Hombres;julio;30
053 Enfermedades cardíacas reumáticas crónicas;Hombres;agosto;33
053 Enfermedades cardíacas reumáticas crónicas;Hombres;septiembre;29
053 Enfermedades cardíacas reumáticas crónicas;Hombres;octubre;41
053 Enfermedades cardíacas reumáticas crónicas;Hombres;noviembre;32
053 Enfermedades cardíacas reumáticas crónicas;Hombres;diciembre;41
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;Todos los meses;931
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;enero;92
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;febrero;109
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;marzo;74
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;abril;90
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;mayo;73
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;junio;78
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;julio;69
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;agosto;55
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;septiembre;58
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;octubre;68
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;noviembre;83
053 Enfermedades cardíacas reumáticas crónicas;Mujeres;diciembre;82
054 Enfermedades hipertensivas;Ambos sexos;Todos los meses;14.535
054 Enfermedades hipertensivas;Ambos sexos;enero;1.557
054 Enfermedades hipertensivas;Ambos sexos;febrero;1.428
054 Enfermedades hipertensivas;Ambos sexos;marzo;1.355
054 Enfermedades hipertensivas;Ambos sexos;abril;1.160
054 Enfermedades hipertensivas;Ambos sexos;mayo;1.080
054 Enfermedades hipertensivas;Ambos sexos;junio;1.129
054 Enfermedades hipertensivas;Ambos sexos;julio;1.048
054 Enfermedades hipertensivas;Ambos sexos;agosto;1.171
054 Enfermedades hipertensivas;Ambos sexos;septiembre;951
054 Enfermedades hipertensivas;Ambos sexos;octubre;1.046
054 Enfermedades hipertensivas;Ambos sexos;noviembre;1.133
054 Enfermedades hipertensivas;Ambos sexos;diciembre;1.477
054 Enfermedades hipertensivas;Hombres;Todos los meses;4.870
054 Enfermedades hipertensivas;Hombres;enero;530
054 Enfermedades hipertensivas;Hombres;febrero;508
054 Enfermedades hipertensivas;Hombres;marzo;465
054 Enfermedades hipertensivas;Hombres;abril;393
054 Enfermedades hipertensivas;Hombres;mayo;352
054 Enfermedades hipertensivas;Hombres;junio;359
054 Enfermedades hipertensivas;Hombres;julio;362
054 Enfermedades hipertensivas;Hombres;agosto;383
054 Enfermedades hipertensivas;Hombres;septiembre;310
054 Enfermedades hipertensivas;Hombres;octubre;337
054 Enfermedades hipertensivas;Hombres;noviembre;395
054 Enfermedades hipertensivas;Hombres;diciembre;476
054 Enfermedades hipertensivas;Mujeres;Todos los meses;9.665
054 Enfermedades hipertensivas;Mujeres;enero;1.027
054 Enfermedades hipertensivas;Mujeres;febrero;920
054 Enfermedades hipertensivas;Mujeres;marzo;890
054 Enfermedades hipertensivas;Mujeres;abril;767
054 Enfermedades hipertensivas;Mujeres;mayo;728
054 Enfermedades hipertensivas;Mujeres;junio;770
054 Enfermedades hipertensivas;Mujeres;julio;686
054 Enfermedades hipertensivas;Mujeres;agosto;788
054 Enfermedades hipertensivas;Mujeres;septiembre;641
054 Enfermedades hipertensivas;Mujeres;octubre;709
054 Enfermedades hipertensivas;Mujeres;noviembre;738
054 Enfermedades hipertensivas;Mujeres;diciembre;1.001
055 Infarto agudo de miocardio;Ambos sexos;Todos los meses;13.069
055 Infarto agudo de miocardio;Ambos sexos;enero;1.400
055 Infarto agudo de miocardio;Ambos sexos;febrero;1.188
055 Infarto agudo de miocardio;Ambos sexos;marzo;1.146
055 Infarto agudo de miocardio;Ambos sexos;abril;975
055 Infarto agudo de miocardio;Ambos sexos;mayo;958
055 Infarto agudo de miocardio;Ambos sexos;junio;941
055 Infarto agudo de miocardio;Ambos sexos;julio;1.057
055 Infarto agudo de miocardio;Ambos sexos;agosto;1.005
055 Infarto agudo de miocardio;Ambos sexos;septiembre;938
055 Infarto agudo de miocardio;Ambos sexos;octubre;973
055 Infarto agudo de miocardio;Ambos sexos;noviembre;1.120
055 Infarto agudo de miocardio;Ambos sexos;diciembre;1.368
055 Infarto agudo de miocardio;Hombres;Todos los meses;8.221
055 Infarto agudo de miocardio;Hombres;enero;859
055 Infarto agudo de miocardio;Hombres;febrero;751
055 Infarto agudo de miocardio;Hombres;marzo;742
055 Infarto agudo de miocardio;Hombres;abril;616
055 Infarto agudo de miocardio;Hombres;mayo;608
055 Infarto agudo de miocardio;Hombres;junio;597
055 Infarto agudo de miocardio;Hombres;julio;661
055 Infarto agudo de miocardio;Hombres;agosto;624
055 Infarto agudo de miocardio;Hombres;septiembre;598
055 Infarto agudo de miocardio;Hombres;octubre;617
055 Infarto agudo de miocardio;Hombres;noviembre;663
055 Infarto agudo de miocardio;Hombres;diciembre;885
055 Infarto agudo de miocardio;Mujeres;Todos los meses;4.848
055 Infarto agudo de miocardio;Mujeres;enero;541
055 Infarto agudo de miocardio;Mujeres;febrero;437
055 Infarto agudo de miocardio;Mujeres;marzo;404
055 Infarto agudo de miocardio;Mujeres;abril;359
055 Infarto agudo de miocardio;Mujeres;mayo;350
055 Infarto agudo de miocardio;Mujeres;junio;344
055 Infarto agudo de miocardio;Mujeres;julio;396
055 Infarto agudo de miocardio;Mujeres;agosto;381
055 Infarto agudo de miocardio;Mujeres;septiembre;340
055 Infarto agudo de miocardio;Mujeres;octubre;356
055 Infarto agudo de miocardio;Mujeres;noviembre;457
055 Infarto agudo de miocardio;Mujeres;diciembre;483
056 Otras enfermedades isquémicas del corazón;Ambos sexos;Todos los meses;14.665
056 Otras enfermedades isquémicas del corazón;Ambos sexos;enero;1.544
056 Otras enfermedades isquémicas del corazón;Ambos sexos;febrero;1.400
056 Otras enfermedades isquémicas del corazón;Ambos sexos;marzo;1.370
056 Otras enfermedades isquémicas del corazón;Ambos sexos;abril;1.132
056 Otras enfermedades isquémicas del corazón;Ambos sexos;mayo;1.125
056 Otras enfermedades isquémicas del corazón;Ambos sexos;junio;1.054
056 Otras enfermedades isquémicas del corazón;Ambos sexos;julio;1.058
056 Otras enfermedades isquémicas del corazón;Ambos sexos;agosto;1.169
056 Otras enfermedades isquémicas del corazón;Ambos sexos;septiembre;1.012
056 Otras enfermedades isquémicas del corazón;Ambos sexos;octubre;1.142
056 Otras enfermedades isquémicas del corazón;Ambos sexos;noviembre;1.173
056 Otras enfermedades isquémicas del corazón;Ambos sexos;diciembre;1.486
056 Otras enfermedades isquémicas del corazón;Hombres;Todos los meses;9.225
056 Otras enfermedades isquémicas del corazón;Hombres;enero;962
056 Otras enfermedades isquémicas del corazón;Hombres;febrero;829
056 Otras enfermedades isquémicas del corazón;Hombres;marzo;841
056 Otras enfermedades isquémicas del corazón;Hombres;abril;701
056 Otras enfermedades isquémicas del corazón;Hombres;mayo;711
056 Otras enfermedades isquémicas del corazón;Hombres;junio;657
056 Otras enfermedades isquémicas del corazón;Hombres;julio;658
056 Otras enfermedades isquémicas del corazón;Hombres;agosto;746
056 Otras enfermedades isquémicas del corazón;Hombres;septiembre;649
056 Otras enfermedades isquémicas del corazón;Hombres;octubre;754
056 Otras enfermedades isquémicas del corazón;Hombres;noviembre;747
056 Otras enfermedades isquémicas del corazón;Hombres;diciembre;970
056 Otras enfermedades isquémicas del corazón;Mujeres;Todos los meses;5.440
056 Otras enfermedades isquémicas del corazón;Mujeres;enero;582
056 Otras enfermedades isquémicas del corazón;Mujeres;febrero;571
056 Otras enfermedades isquémicas del corazón;Mujeres;marzo;529
056 Otras enfermedades isquémicas del corazón;Mujeres;abril;431
056 Otras enfermedades isquémicas del corazón;Mujeres;mayo;414
056 Otras enfermedades isquémicas del corazón;Mujeres;junio;397
056 Otras enfermedades isquémicas del corazón;Mujeres;julio;400
056 Otras enfermedades isquémicas del corazón;Mujeres;agosto;423
056 Otras enfermedades isquémicas del corazón;Mujeres;septiembre;363
056 Otras enfermedades isquémicas del corazón;Mujeres;octubre;388
056 Otras enfermedades isquémicas del corazón;Mujeres;noviembre;426
056 Otras enfermedades isquémicas del corazón;Mujeres;diciembre;516
057 Insuficiencia cardíaca;Ambos sexos;Todos los meses;18.954
057 Insuficiencia cardíaca;Ambos sexos;enero;2.055
057 Insuficiencia cardíaca;Ambos sexos;febrero;1.999
057 Insuficiencia cardíaca;Ambos sexos;marzo;2.004
057 Insuficiencia cardíaca;Ambos sexos;abril;1.535
057 Insuficiencia cardíaca;Ambos sexos;mayo;1.498
057 Insuficiencia cardíaca;Ambos sexos;junio;1.412
057 Insuficiencia cardíaca;Ambos sexos;julio;1.307
057 Insuficiencia cardíaca;Ambos sexos;agosto;1.360
057 Insuficiencia cardíaca;Ambos sexos;septiembre;1.173
057 Insuficiencia cardíaca;Ambos sexos;octubre;1.413
057 Insuficiencia cardíaca;Ambos sexos;noviembre;1.394
057 Insuficiencia cardíaca;Ambos sexos;diciembre;1.804
057 Insuficiencia cardíaca;Hombres;Todos los meses;7.721
057 Insuficiencia cardíaca;Hombres;enero;816
057 Insuficiencia cardíaca;Hombres;febrero;796
057 Insuficiencia cardíaca;Hombres;marzo;814
057 Insuficiencia cardíaca;Hombres;abril;637
057 Insuficiencia cardíaca;Hombres;mayo;594
057 Insuficiencia cardíaca;Hombres;junio;589
057 Insuficiencia cardíaca;Hombres;julio;552
057 Insuficiencia cardíaca;Hombres;agosto;547
057 Insuficiencia cardíaca;Hombres;septiembre;474
057 Insuficiencia cardíaca;Hombres;octubre;577
057 Insuficiencia cardíaca;Hombres;noviembre;551
057 Insuficiencia cardíaca;Hombres;diciembre;774
057 Insuficiencia cardíaca;Mujeres;Todos los meses;11.233
057 Insuficiencia cardíaca;Mujeres;enero;1.239
057 Insuficiencia cardíaca;Mujeres;febrero;1.203
057 Insuficiencia cardíaca;Mujeres;marzo;1.190
057 Insuficiencia cardíaca;Mujeres;abril;898
057 Insuficiencia cardíaca;Mujeres;mayo;904
057 Insuficiencia cardíaca;Mujeres;junio;823
057 Insuficiencia cardíaca;Mujeres;julio;755
057 Insuficiencia cardíaca;Mujeres;agosto;813
057 Insuficiencia cardíaca;Mujeres;septiembre;699
057 Insuficiencia cardíaca;Mujeres;octubre;836
057 Insuficiencia cardíaca;Mujeres;noviembre;843
057 Insuficiencia cardíaca;Mujeres;diciembre;1.030
058 Otras enfermedades del corazón;Ambos sexos;Todos los meses;24.055
058 Otras enfermedades del corazón;Ambos sexos;enero;2.562
058 Otras enfermedades del corazón;Ambos sexos;febrero;2.378
058 Otras enfermedades del corazón;Ambos sexos;marzo;2.294
058 Otras enfermedades del corazón;Ambos sexos;abril;1.942
058 Otras enfermedades del corazón;Ambos sexos;mayo;1.814
058 Otras enfermedades del corazón;Ambos sexos;junio;1.729
058 Otras enfermedades del corazón;Ambos sexos;julio;1.788
058 Otras enfermedades del corazón;Ambos sexos;agosto;1.757
058 Otras enfermedades del corazón;Ambos sexos;septiembre;1.664
058 Otras enfermedades del corazón;Ambos sexos;octubre;1.781
058 Otras enfermedades del corazón;Ambos sexos;noviembre;1.937
058 Otras enfermedades del corazón;Ambos sexos;diciembre;2.409
058 Otras enfermedades del corazón;Hombres;Todos los meses;11.058
058 Otras enfermedades del corazón;Hombres;enero;1.163
058 Otras enfermedades del corazón;Hombres;febrero;1.063
058 Otras enfermedades del corazón;Hombres;marzo;1.020
058 Otras enfermedades del corazón;Hombres;abril;905
058 Otras enfermedades del corazón;Hombres;mayo;839
058 Otras enfermedades del corazón;Hombres;junio;794
058 Otras enfermedades del corazón;Hombres;julio;850
058 Otras enfermedades del corazón;Hombres;agosto;799
058 Otras enfermedades del corazón;Hombres;septiembre;755
058 Otras enfermedades del corazón;Hombres;octubre;829
058 Otras enfermedades del corazón;Hombres;noviembre;922
058 Otras enfermedades del corazón;Hombres;diciembre;1.119
058 Otras enfermedades del corazón;Mujeres;Todos los meses;12.997
058 Otras enfermedades del corazón;Mujeres;enero;1.399
058 Otras enfermedades del corazón;Mujeres;febrero;1.315
058 Otras enfermedades del corazón;Mujeres;marzo;1.274
058 Otras enfermedades del corazón;Mujeres;abril;1.037
058 Otras enfermedades del corazón;Mujeres;mayo;975
058 Otras enfermedades del corazón;Mujeres;junio;935
058 Otras enfermedades del corazón;Mujeres;julio;938
058 Otras enfermedades del corazón;Mujeres;agosto;958
058 Otras enfermedades del corazón;Mujeres;septiembre;909
058 Otras enfermedades del corazón;Mujeres;octubre;952
058 Otras enfermedades del corazón;Mujeres;noviembre;1.015
058 Otras enfermedades del corazón;Mujeres;diciembre;1.290
059 Enfermedades cerebrovasculares;Ambos sexos;Todos los meses;23.428
059 Enfermedades cerebrovasculares;Ambos sexos;enero;2.269
059 Enfermedades cerebrovasculares;Ambos sexos;febrero;2.134
059 Enfermedades cerebrovasculares;Ambos sexos;marzo;2.233
059 Enfermedades cerebrovasculares;Ambos sexos;abril;1.913
059 Enfermedades cerebrovasculares;Ambos sexos;mayo;1.801
059 Enfermedades cerebrovasculares;Ambos sexos;junio;1.843
059 Enfermedades cerebrovasculares;Ambos sexos;julio;1.793
059 Enfermedades cerebrovasculares;Ambos sexos;agosto;1.852
059 Enfermedades cerebrovasculares;Ambos sexos;septiembre;1.700
059 Enfermedades cerebrovasculares;Ambos sexos;octubre;1.836
059 Enfermedades cerebrovasculares;Ambos sexos;noviembre;1.945
059 Enfermedades cerebrovasculares;Ambos sexos;diciembre;2.109
059 Enfermedades cerebrovasculares;Hombres;Todos los meses;10.481
059 Enfermedades cerebrovasculares;Hombres;enero;995
059 Enfermedades cerebrovasculares;Hombres;febrero;976
